,Model,Domain,Result Set,Task,Language,Score
2935,mt5,typo,3,xnli,overall,36.61
2936,mt5,typo,3,xnli,ar,33.73
2937,mt5,typo,3,xnli,bg,38.59
2938,mt5,typo,3,xnli,de,39.160000000000004
2939,mt5,typo,3,xnli,el,34.62
2940,mt5,typo,3,xnli,en,42.49
2941,mt5,typo,3,xnli,es,35.42
2942,mt5,typo,3,xnli,fr,38.15
2943,mt5,typo,3,xnli,hi,36.02
2944,mt5,typo,3,xnli,ru,39.08
2945,mt5,typo,3,xnli,sw,36.59
2946,mt5,typo,3,xnli,th,38.47
2947,mt5,typo,3,xnli,tr,33.94
2948,mt5,typo,3,xnli,ur,35.46
2949,mt5,typo,3,xnli,vi,33.900000000000006
2950,mt5,typo,3,xnli,zh,33.53
2951,mt5,typo,3,xstorycloze,overall,52.5
2952,mt5,typo,3,xstorycloze,ar,49.9
2953,mt5,typo,3,xstorycloze,en,54.47
2954,mt5,typo,3,xstorycloze,es,52.88
2955,mt5,typo,3,xstorycloze,eu,51.62
2956,mt5,typo,3,xstorycloze,hi,52.15
2957,mt5,typo,3,xstorycloze,id,52.68000000000001
2958,mt5,typo,3,xstorycloze,my,51.74999999999999
2959,mt5,typo,3,xstorycloze,ru,52.949999999999996
2960,mt5,typo,3,xstorycloze,sw,53.21
2961,mt5,typo,3,xstorycloze,te,55.2
2962,mt5,typo,3,xstorycloze,zh,50.690000000000005
2963,mt5,typo,3,xwinograd,overall,49.81
2964,mt5,typo,3,xwinograd,en,50.14999999999999
2965,mt5,typo,3,xwinograd,fr,42.17
2966,mt5,typo,3,xwinograd,ja,49.32
2967,mt5,typo,3,xwinograd,pt,49.43
2968,mt5,typo,3,xwinograd,ru,50.480000000000004
2969,mt5,typo,3,xwinograd,zh,50.2
2970,mt5,random,1,pawsx,overall,50.94
2971,mt5,random,1,pawsx,de,49.15
2972,mt5,random,1,pawsx,en,52.2
2973,mt5,random,1,pawsx,es,45.45
2974,mt5,random,1,pawsx,fr,54.50000000000001
2975,mt5,random,1,pawsx,ja,52.6
2976,mt5,random,1,pawsx,ko,51.6
2977,mt5,random,1,pawsx,zh,51.05
2978,mt5,random,1,xcopa,overall,53.15
2979,mt5,random,1,xcopa,et,50.4
2980,mt5,random,1,xcopa,ht,54.6
2981,mt5,random,1,xcopa,id,50.4
2982,mt5,random,1,xcopa,it,53.6
2983,mt5,random,1,xcopa,qu,51.4
2984,mt5,random,1,xcopa,sw,54.0
2985,mt5,random,1,xcopa,ta,53.6
2986,mt5,random,1,xcopa,th,57.4
2987,mt5,random,1,xcopa,tr,54.400000000000006
2988,mt5,random,1,xcopa,vi,51.2
2989,mt5,random,1,xcopa,zh,53.6
2990,mt5,random,1,xnli,overall,36.730000000000004
2991,mt5,random,1,xnli,ar,33.78
2992,mt5,random,1,xnli,bg,40.56
2993,mt5,random,1,xnli,de,37.99
2994,mt5,random,1,xnli,el,32.81
2995,mt5,random,1,xnli,en,44.22
2996,mt5,random,1,xnli,es,35.339999999999996
2997,mt5,random,1,xnli,fr,40.08
2998,mt5,random,1,xnli,hi,35.54
2999,mt5,random,1,xnli,ru,40.28
3000,mt5,random,1,xnli,sw,36.43
3001,mt5,random,1,xnli,th,36.99
3002,mt5,random,1,xnli,tr,34.18
3003,mt5,random,1,xnli,ur,35.06
3004,mt5,random,1,xnli,vi,33.69
3005,mt5,random,1,xnli,zh,34.06
3006,mt5,random,1,xstorycloze,overall,52.239999999999995
3007,mt5,random,1,xstorycloze,ar,50.56
3008,mt5,random,1,xstorycloze,en,54.2
3009,mt5,random,1,xstorycloze,es,52.81
3010,mt5,random,1,xstorycloze,eu,50.96000000000001
3011,mt5,random,1,xstorycloze,hi,51.559999999999995
3012,mt5,random,1,xstorycloze,id,51.559999999999995
3013,mt5,random,1,xstorycloze,my,51.42
3014,mt5,random,1,xstorycloze,ru,53.21
3015,mt5,random,1,xstorycloze,sw,53.28000000000001
3016,mt5,random,1,xstorycloze,te,55.33
3017,mt5,random,1,xstorycloze,zh,49.769999999999996
3018,mt5,random,1,xwinograd,overall,49.830000000000005
3019,mt5,random,1,xwinograd,en,49.89
3020,mt5,random,1,xwinograd,fr,44.58
3021,mt5,random,1,xwinograd,ja,50.160000000000004
3022,mt5,random,1,xwinograd,pt,51.33
3023,mt5,random,1,xwinograd,ru,48.89
3024,mt5,random,1,xwinograd,zh,49.6
3025,mt5,random,2,pawsx,overall,52.23
3026,mt5,random,2,pawsx,de,51.7
3027,mt5,random,2,pawsx,en,53.65
3028,mt5,random,2,pawsx,es,46.300000000000004
3029,mt5,random,2,pawsx,fr,54.900000000000006
3030,mt5,random,2,pawsx,ja,53.65
3031,mt5,random,2,pawsx,ko,53.25
3032,mt5,random,2,pawsx,zh,52.15
3033,mt5,random,2,xcopa,overall,52.89
3034,mt5,random,2,xcopa,et,51.0
3035,mt5,random,2,xcopa,ht,51.6
3036,mt5,random,2,xcopa,id,53.2
3037,mt5,random,2,xcopa,it,53.2
3038,mt5,random,2,xcopa,qu,49.8
3039,mt5,random,2,xcopa,sw,52.800000000000004
3040,mt5,random,2,xcopa,ta,55.00000000000001
3041,mt5,random,2,xcopa,th,57.4
3042,mt5,random,2,xcopa,tr,53.800000000000004
3043,mt5,random,2,xcopa,vi,51.800000000000004
3044,mt5,random,2,xcopa,zh,52.2
3045,mt5,random,2,xnli,overall,36.96
3046,mt5,random,2,xnli,ar,33.21
3047,mt5,random,2,xnli,bg,39.28
3048,mt5,random,2,xnli,de,40.36
3049,mt5,random,2,xnli,el,32.89
3050,mt5,random,2,xnli,en,41.93
3051,mt5,random,2,xnli,es,37.19
3052,mt5,random,2,xnli,fr,40.08
3053,mt5,random,2,xnli,hi,37.35
3054,mt5,random,2,xnli,ru,39.72
3055,mt5,random,2,xnli,sw,36.059999999999995
3056,mt5,random,2,xnli,th,39.72
3057,mt5,random,2,xnli,tr,33.86
3058,mt5,random,2,xnli,ur,35.06
3059,mt5,random,2,xnli,vi,34.14
3060,mt5,random,2,xnli,zh,33.61
3061,mt5,random,2,xstorycloze,overall,52.49
3062,mt5,random,2,xstorycloze,ar,50.760000000000005
3063,mt5,random,2,xstorycloze,en,54.269999999999996
3064,mt5,random,2,xstorycloze,es,53.010000000000005
3065,mt5,random,2,xstorycloze,eu,52.080000000000005
3066,mt5,random,2,xstorycloze,hi,52.61
3067,mt5,random,2,xstorycloze,id,51.690000000000005
3068,mt5,random,2,xstorycloze,my,51.74999999999999
3069,mt5,random,2,xstorycloze,ru,53.14
3070,mt5,random,2,xstorycloze,sw,53.14
3071,mt5,random,2,xstorycloze,te,55.059999999999995
3072,mt5,random,2,xstorycloze,zh,49.830000000000005
3073,mt5,random,2,xwinograd,overall,49.61
3074,mt5,random,2,xwinograd,en,50.019999999999996
3075,mt5,random,2,xwinograd,fr,49.4
3076,mt5,random,2,xwinograd,ja,48.49
3077,mt5,random,2,xwinograd,pt,49.05
3078,mt5,random,2,xwinograd,ru,50.160000000000004
3079,mt5,random,2,xwinograd,zh,49.8
3080,mt5,random,3,pawsx,overall,52.059999999999995
3081,mt5,random,3,pawsx,de,51.6
3082,mt5,random,3,pawsx,en,53.849999999999994
3083,mt5,random,3,pawsx,es,45.800000000000004
3084,mt5,random,3,pawsx,fr,54.7
3085,mt5,random,3,pawsx,ja,53.300000000000004
3086,mt5,random,3,pawsx,ko,52.65
3087,mt5,random,3,pawsx,zh,52.55
3088,mt5,random,3,xcopa,overall,53.269999999999996
3089,mt5,random,3,xcopa,et,48.8
3090,mt5,random,3,xcopa,ht,51.4
3091,mt5,random,3,xcopa,id,52.2
3092,mt5,random,3,xcopa,it,53.2
3093,mt5,random,3,xcopa,qu,50.8
3094,mt5,random,3,xcopa,sw,54.400000000000006
3095,mt5,random,3,xcopa,ta,55.60000000000001
3096,mt5,random,3,xcopa,th,58.4
3097,mt5,random,3,xcopa,tr,56.2
3098,mt5,random,3,xcopa,vi,53.0
3099,mt5,random,3,xcopa,zh,52.0
3100,mt5,random,3,xnli,overall,36.88
3101,mt5,random,3,xnli,ar,34.339999999999996
3102,mt5,random,3,xnli,bg,39.800000000000004
3103,mt5,random,3,xnli,de,41.0
3104,mt5,random,3,xnli,el,34.94
3105,mt5,random,3,xnli,en,43.37
3106,mt5,random,3,xnli,es,36.63
3107,mt5,random,3,xnli,fr,39.64
3108,mt5,random,3,xnli,hi,36.39
3109,mt5,random,3,xnli,ru,39.2
3110,mt5,random,3,xnli,sw,35.46
3111,mt5,random,3,xnli,th,35.260000000000005
3112,mt5,random,3,xnli,tr,34.5
3113,mt5,random,3,xnli,ur,34.9
3114,mt5,random,3,xnli,vi,34.02
3115,mt5,random,3,xnli,zh,33.69
3116,mt5,random,3,xstorycloze,overall,52.66
3117,mt5,random,3,xstorycloze,ar,50.89
3118,mt5,random,3,xstorycloze,en,53.81
3119,mt5,random,3,xstorycloze,es,53.339999999999996
3120,mt5,random,3,xstorycloze,eu,52.480000000000004
3121,mt5,random,3,xstorycloze,hi,52.68000000000001
3122,mt5,random,3,xstorycloze,id,53.339999999999996
3123,mt5,random,3,xstorycloze,my,51.42
3124,mt5,random,3,xstorycloze,ru,54.14
3125,mt5,random,3,xstorycloze,sw,53.14
3126,mt5,random,3,xstorycloze,te,54.33
3127,mt5,random,3,xstorycloze,zh,49.7
3128,mt5,random,3,xwinograd,overall,50.21
3129,mt5,random,3,xwinograd,en,50.71
3130,mt5,random,3,xwinograd,fr,45.78
3131,mt5,random,3,xwinograd,ja,50.05
3132,mt5,random,3,xwinograd,pt,50.19
3133,mt5,random,3,xwinograd,ru,52.38
3134,mt5,random,3,xwinograd,zh,47.620000000000005
3135,mt5,learned,1,pawsx,overall,51.839999999999996
3136,mt5,learned,1,pawsx,de,51.300000000000004
3137,mt5,learned,1,pawsx,en,51.449999999999996
3138,mt5,learned,1,pawsx,es,45.9
3139,mt5,learned,1,pawsx,fr,54.7
3140,mt5,learned,1,pawsx,ja,53.949999999999996
3141,mt5,learned,1,pawsx,ko,53.75
3142,mt5,learned,1,pawsx,zh,51.800000000000004
3143,mt5,learned,1,xcopa,overall,53.25
3144,mt5,learned,1,xcopa,et,50.0
3145,mt5,learned,1,xcopa,ht,52.800000000000004
3146,mt5,learned,1,xcopa,id,49.4
3147,mt5,learned,1,xcopa,it,54.2
3148,mt5,learned,1,xcopa,qu,51.0
3149,mt5,learned,1,xcopa,sw,55.400000000000006
3150,mt5,learned,1,xcopa,ta,55.00000000000001
3151,mt5,learned,1,xcopa,th,57.99999999999999
3152,mt5,learned,1,xcopa,tr,55.2
3153,mt5,learned,1,xcopa,vi,51.2
3154,mt5,learned,1,xcopa,zh,53.6
3155,mt5,learned,1,xnli,overall,36.919999999999995
3156,mt5,learned,1,xnli,ar,33.37
3157,mt5,learned,1,xnli,bg,40.0
3158,mt5,learned,1,xnli,de,40.239999999999995
3159,mt5,learned,1,xnli,el,33.33
3160,mt5,learned,1,xnli,en,44.379999999999995
3161,mt5,learned,1,xnli,es,36.870000000000005
3162,mt5,learned,1,xnli,fr,37.95
3163,mt5,learned,1,xnli,hi,37.230000000000004
3164,mt5,learned,1,xnli,ru,39.32
3165,mt5,learned,1,xnli,sw,36.63
3166,mt5,learned,1,xnli,th,37.39
3167,mt5,learned,1,xnli,tr,34.06
3168,mt5,learned,1,xnli,ur,35.22
3169,mt5,learned,1,xnli,vi,33.78
3170,mt5,learned,1,xnli,zh,34.1
3171,mt5,learned,1,xstorycloze,overall,52.7
3172,mt5,learned,1,xstorycloze,ar,49.830000000000005
3173,mt5,learned,1,xstorycloze,en,55.33
3174,mt5,learned,1,xstorycloze,es,54.14
3175,mt5,learned,1,xstorycloze,eu,52.61
3176,mt5,learned,1,xstorycloze,hi,52.61
3177,mt5,learned,1,xstorycloze,id,53.339999999999996
3178,mt5,learned,1,xstorycloze,my,50.23
3179,mt5,learned,1,xstorycloze,ru,53.47
3180,mt5,learned,1,xstorycloze,sw,54.06999999999999
3181,mt5,learned,1,xstorycloze,te,55.33
3182,mt5,learned,1,xstorycloze,zh,48.78
3183,mt5,learned,1,xwinograd,overall,49.669999999999995
3184,mt5,learned,1,xwinograd,en,49.980000000000004
3185,mt5,learned,1,xwinograd,fr,51.81
3186,mt5,learned,1,xwinograd,ja,50.160000000000004
3187,mt5,learned,1,xwinograd,pt,47.910000000000004
3188,mt5,learned,1,xwinograd,ru,46.03
3189,mt5,learned,1,xwinograd,zh,50.2
3190,mt5,learned,3,pawsx,overall,52.01
3191,mt5,learned,3,pawsx,de,49.9
3192,mt5,learned,3,pawsx,en,52.949999999999996
3193,mt5,learned,3,pawsx,es,46.2
3194,mt5,learned,3,pawsx,fr,54.65
3195,mt5,learned,3,pawsx,ja,53.7
3196,mt5,learned,3,pawsx,ko,53.900000000000006
3197,mt5,learned,3,pawsx,zh,52.800000000000004
3198,mt5,learned,3,xcopa,overall,53.669999999999995
3199,mt5,learned,3,xcopa,et,51.4
3200,mt5,learned,3,xcopa,ht,51.4
3201,mt5,learned,3,xcopa,id,51.800000000000004
3202,mt5,learned,3,xcopa,it,55.2
3203,mt5,learned,3,xcopa,qu,51.0
3204,mt5,learned,3,xcopa,sw,55.400000000000006
3205,mt5,learned,3,xcopa,ta,55.60000000000001
3206,mt5,learned,3,xcopa,th,57.599999999999994
3207,mt5,learned,3,xcopa,tr,55.2
3208,mt5,learned,3,xcopa,vi,52.800000000000004
3209,mt5,learned,3,xcopa,zh,53.0
3210,mt5,learned,3,xnli,overall,36.480000000000004
3211,mt5,learned,3,xnli,ar,33.129999999999995
3212,mt5,learned,3,xnli,bg,39.64
3213,mt5,learned,3,xnli,de,38.629999999999995
3214,mt5,learned,3,xnli,el,33.25
3215,mt5,learned,3,xnli,en,42.089999999999996
3216,mt5,learned,3,xnli,es,36.43
3217,mt5,learned,3,xnli,fr,38.11
3218,mt5,learned,3,xnli,hi,37.71
3219,mt5,learned,3,xnli,ru,38.51
3220,mt5,learned,3,xnli,sw,36.14
3221,mt5,learned,3,xnli,th,37.79
3222,mt5,learned,3,xnli,tr,33.73
3223,mt5,learned,3,xnli,ur,34.62
3224,mt5,learned,3,xnli,vi,33.53
3225,mt5,learned,3,xnli,zh,33.94
3226,mt5,learned,3,xstorycloze,overall,52.64
3227,mt5,learned,3,xstorycloze,ar,50.43
3228,mt5,learned,3,xstorycloze,en,54.800000000000004
3229,mt5,learned,3,xstorycloze,es,52.55
3230,mt5,learned,3,xstorycloze,eu,52.480000000000004
3231,mt5,learned,3,xstorycloze,hi,53.14
3232,mt5,learned,3,xstorycloze,id,52.88
3233,mt5,learned,3,xstorycloze,my,51.559999999999995
3234,mt5,learned,3,xstorycloze,ru,52.480000000000004
3235,mt5,learned,3,xstorycloze,sw,53.87
3236,mt5,learned,3,xstorycloze,te,54.2
3237,mt5,learned,3,xstorycloze,zh,50.629999999999995
3238,mt5,learned,3,xwinograd,overall,49.04
3239,mt5,learned,3,xwinograd,en,49.81
3240,mt5,learned,3,xwinograd,fr,50.6
3241,mt5,learned,3,xwinograd,ja,48.38
3242,mt5,learned,3,xwinograd,pt,49.81
3243,mt5,learned,3,xwinograd,ru,46.98
3244,mt5,learned,3,xwinograd,zh,47.42
3245,mt5,learned,2,pawsx,overall,51.21
3246,mt5,learned,2,pawsx,de,51.24999999999999
3247,mt5,learned,2,pawsx,en,52.65
3248,mt5,learned,2,pawsx,es,46.300000000000004
3249,mt5,learned,2,pawsx,fr,54.50000000000001
3250,mt5,learned,2,pawsx,ja,52.900000000000006
3251,mt5,learned,2,pawsx,ko,51.65
3252,mt5,learned,2,pawsx,zh,49.2
3253,mt5,learned,2,xcopa,overall,53.510000000000005
3254,mt5,learned,2,xcopa,et,51.0
3255,mt5,learned,2,xcopa,ht,53.2
3256,mt5,learned,2,xcopa,id,51.6
3257,mt5,learned,2,xcopa,it,55.400000000000006
3258,mt5,learned,2,xcopa,qu,51.800000000000004
3259,mt5,learned,2,xcopa,sw,54.0
3260,mt5,learned,2,xcopa,ta,55.00000000000001
3261,mt5,learned,2,xcopa,th,56.99999999999999
3262,mt5,learned,2,xcopa,tr,55.00000000000001
3263,mt5,learned,2,xcopa,vi,51.800000000000004
3264,mt5,learned,2,xcopa,zh,52.800000000000004
3265,mt5,learned,2,xnli,overall,36.66
3266,mt5,learned,2,xnli,ar,33.53
3267,mt5,learned,2,xnli,bg,38.96
3268,mt5,learned,2,xnli,de,39.160000000000004
3269,mt5,learned,2,xnli,el,32.769999999999996
3270,mt5,learned,2,xnli,en,45.019999999999996
3271,mt5,learned,2,xnli,es,35.54
3272,mt5,learned,2,xnli,fr,39.12
3273,mt5,learned,2,xnli,hi,35.86
3274,mt5,learned,2,xnli,ru,39.36
3275,mt5,learned,2,xnli,sw,35.38
3276,mt5,learned,2,xnli,th,38.269999999999996
3277,mt5,learned,2,xnli,tr,33.98
3278,mt5,learned,2,xnli,ur,35.06
3279,mt5,learned,2,xnli,vi,33.73
3280,mt5,learned,2,xnli,zh,34.1
3281,mt5,learned,2,xstorycloze,overall,52.53
3282,mt5,learned,2,xstorycloze,ar,50.5
3283,mt5,learned,2,xstorycloze,en,54.730000000000004
3284,mt5,learned,2,xstorycloze,es,53.61
3285,mt5,learned,2,xstorycloze,eu,52.15
3286,mt5,learned,2,xstorycloze,hi,52.55
3287,mt5,learned,2,xstorycloze,id,53.010000000000005
3288,mt5,learned,2,xstorycloze,my,50.1
3289,mt5,learned,2,xstorycloze,ru,54.06999999999999
3290,mt5,learned,2,xstorycloze,sw,53.47
3291,mt5,learned,2,xstorycloze,te,54.47
3292,mt5,learned,2,xstorycloze,zh,49.17
3293,mt5,learned,2,xwinograd,overall,50.239999999999995
3294,mt5,learned,2,xwinograd,en,50.239999999999995
3295,mt5,learned,2,xwinograd,fr,49.4
3296,mt5,learned,2,xwinograd,ja,49.95
3297,mt5,learned,2,xwinograd,pt,49.43
3298,mt5,learned,2,xwinograd,ru,51.43
3299,mt5,learned,2,xwinograd,zh,50.6
3300,mt5,family,1,pawsx,overall,52.51
3301,mt5,family,1,pawsx,de,53.6
3302,mt5,family,1,pawsx,en,53.15
3303,mt5,family,1,pawsx,es,45.7
3304,mt5,family,1,pawsx,fr,54.50000000000001
3305,mt5,family,1,pawsx,ja,53.55
3306,mt5,family,1,pawsx,ko,54.0
3307,mt5,family,1,pawsx,zh,53.05
3308,mt5,family,1,xcopa,overall,53.800000000000004
3309,mt5,family,1,xcopa,et,51.0
3310,mt5,family,1,xcopa,ht,53.800000000000004
3311,mt5,family,1,xcopa,id,52.2
3312,mt5,family,1,xcopa,it,55.60000000000001
3313,mt5,family,1,xcopa,qu,51.800000000000004
3314,mt5,family,1,xcopa,sw,54.2
3315,mt5,family,1,xcopa,ta,54.6
3316,mt5,family,1,xcopa,th,56.2
3317,mt5,family,1,xcopa,tr,56.39999999999999
3318,mt5,family,1,xcopa,vi,54.0
3319,mt5,family,1,xcopa,zh,52.0
3320,mt5,family,1,xnli,overall,36.02
3321,mt5,family,1,xnli,ar,33.410000000000004
3322,mt5,family,1,xnli,bg,39.839999999999996
3323,mt5,family,1,xnli,de,39.879999999999995
3324,mt5,family,1,xnli,el,33.050000000000004
3325,mt5,family,1,xnli,en,42.21
3326,mt5,family,1,xnli,es,36.35
3327,mt5,family,1,xnli,fr,36.02
3328,mt5,family,1,xnli,hi,36.83
3329,mt5,family,1,xnli,ru,38.39
3330,mt5,family,1,xnli,sw,34.14
3331,mt5,family,1,xnli,th,34.78
3332,mt5,family,1,xnli,tr,33.69
3333,mt5,family,1,xnli,ur,34.58
3334,mt5,family,1,xnli,vi,33.37
3335,mt5,family,1,xnli,zh,33.73
3336,mt5,family,1,xstorycloze,overall,52.44
3337,mt5,family,1,xstorycloze,ar,51.35999999999999
3338,mt5,family,1,xstorycloze,en,53.87
3339,mt5,family,1,xstorycloze,es,52.28
3340,mt5,family,1,xstorycloze,eu,51.82
3341,mt5,family,1,xstorycloze,hi,52.019999999999996
3342,mt5,family,1,xstorycloze,id,53.28000000000001
3343,mt5,family,1,xstorycloze,my,50.629999999999995
3344,mt5,family,1,xstorycloze,ru,53.28000000000001
3345,mt5,family,1,xstorycloze,sw,53.47
3346,mt5,family,1,xstorycloze,te,54.86
3347,mt5,family,1,xstorycloze,zh,49.97
3348,mt5,family,1,xwinograd,overall,51.11
3349,mt5,family,1,xwinograd,en,50.28
3350,mt5,family,1,xwinograd,fr,55.42
3351,mt5,family,1,xwinograd,ja,51.41
3352,mt5,family,1,xwinograd,pt,53.23
3353,mt5,family,1,xwinograd,ru,54.290000000000006
3354,mt5,family,1,xwinograd,zh,50.6
3355,mt5,family,2,pawsx,overall,52.39
3356,mt5,family,2,pawsx,de,53.75
3357,mt5,family,2,pawsx,en,53.6
3358,mt5,family,2,pawsx,es,45.85
3359,mt5,family,2,pawsx,fr,54.75
3360,mt5,family,2,pawsx,ja,53.5
3361,mt5,family,2,pawsx,ko,53.449999999999996
3362,mt5,family,2,pawsx,zh,51.800000000000004
3363,mt5,family,2,xcopa,overall,53.559999999999995
3364,mt5,family,2,xcopa,et,48.8
3365,mt5,family,2,xcopa,ht,52.800000000000004
3366,mt5,family,2,xcopa,id,52.400000000000006
3367,mt5,family,2,xcopa,it,52.800000000000004
3368,mt5,family,2,xcopa,qu,50.6
3369,mt5,family,2,xcopa,sw,54.2
3370,mt5,family,2,xcopa,ta,56.8
3371,mt5,family,2,xcopa,th,58.199999999999996
3372,mt5,family,2,xcopa,tr,55.2
3373,mt5,family,2,xcopa,vi,54.6
3374,mt5,family,2,xcopa,zh,52.800000000000004
3375,mt5,family,2,xnli,overall,36.33
3376,mt5,family,2,xnli,ar,33.82
3377,mt5,family,2,xnli,bg,39.28
3378,mt5,family,2,xnli,de,40.2
3379,mt5,family,2,xnli,el,34.14
3380,mt5,family,2,xnli,en,42.01
3381,mt5,family,2,xnli,es,35.42
3382,mt5,family,2,xnli,fr,36.27
3383,mt5,family,2,xnli,hi,36.91
3384,mt5,family,2,xnli,ru,38.71
3385,mt5,family,2,xnli,sw,36.1
3386,mt5,family,2,xnli,th,36.47
3387,mt5,family,2,xnli,tr,33.98
3388,mt5,family,2,xnli,ur,34.9
3389,mt5,family,2,xnli,vi,33.410000000000004
3390,mt5,family,2,xnli,zh,33.410000000000004
3391,mt5,family,2,xstorycloze,overall,52.71
3392,mt5,family,2,xstorycloze,ar,50.760000000000005
3393,mt5,family,2,xstorycloze,en,54.800000000000004
3394,mt5,family,2,xstorycloze,es,53.14
3395,mt5,family,2,xstorycloze,eu,52.42
3396,mt5,family,2,xstorycloze,hi,51.949999999999996
3397,mt5,family,2,xstorycloze,id,52.42
3398,mt5,family,2,xstorycloze,my,51.74999999999999
3399,mt5,family,2,xstorycloze,ru,52.88
3400,mt5,family,2,xstorycloze,sw,53.61
3401,mt5,family,2,xstorycloze,te,54.86
3402,mt5,family,2,xstorycloze,zh,51.22
3403,mt5,family,2,xwinograd,overall,50.28
3404,mt5,family,2,xwinograd,en,50.32
3405,mt5,family,2,xwinograd,fr,51.81
3406,mt5,family,2,xwinograd,ja,47.97
3407,mt5,family,2,xwinograd,pt,53.23
3408,mt5,family,2,xwinograd,ru,49.519999999999996
3409,mt5,family,2,xwinograd,zh,53.169999999999995
3410,mt5,family,3,pawsx,overall,51.93
3411,mt5,family,3,pawsx,de,53.15
3412,mt5,family,3,pawsx,en,53.65
3413,mt5,family,3,pawsx,es,45.6
3414,mt5,family,3,pawsx,fr,54.800000000000004
3415,mt5,family,3,pawsx,ja,51.7
3416,mt5,family,3,pawsx,ko,53.05
3417,mt5,family,3,pawsx,zh,51.55
3418,mt5,family,3,xcopa,overall,53.800000000000004
3419,mt5,family,3,xcopa,et,51.6
3420,mt5,family,3,xcopa,ht,52.800000000000004
3421,mt5,family,3,xcopa,id,52.800000000000004
3422,mt5,family,3,xcopa,it,54.800000000000004
3423,mt5,family,3,xcopa,qu,50.6
3424,mt5,family,3,xcopa,sw,54.800000000000004
3425,mt5,family,3,xcopa,ta,53.800000000000004
3426,mt5,family,3,xcopa,th,57.8
3427,mt5,family,3,xcopa,tr,54.6
3428,mt5,family,3,xcopa,vi,54.0
3429,mt5,family,3,xcopa,zh,54.2
3430,mt5,family,3,xnli,overall,36.02
3431,mt5,family,3,xnli,ar,33.29
3432,mt5,family,3,xnli,bg,38.39
3433,mt5,family,3,xnli,de,39.56
3434,mt5,family,3,xnli,el,32.93
3435,mt5,family,3,xnli,en,41.81
3436,mt5,family,3,xnli,es,36.67
3437,mt5,family,3,xnli,fr,37.39
3438,mt5,family,3,xnli,hi,36.43
3439,mt5,family,3,xnli,ru,38.07
3440,mt5,family,3,xnli,sw,35.099999999999994
3441,mt5,family,3,xnli,th,34.22
3442,mt5,family,3,xnli,tr,34.5
3443,mt5,family,3,xnli,ur,34.98
3444,mt5,family,3,xnli,vi,33.94
3445,mt5,family,3,xnli,zh,33.01
3446,mt5,family,3,xstorycloze,overall,52.61
3447,mt5,family,3,xstorycloze,ar,50.5
3448,mt5,family,3,xstorycloze,en,54.669999999999995
3449,mt5,family,3,xstorycloze,es,52.480000000000004
3450,mt5,family,3,xstorycloze,eu,52.75
3451,mt5,family,3,xstorycloze,hi,52.61
3452,mt5,family,3,xstorycloze,id,53.669999999999995
3453,mt5,family,3,xstorycloze,my,50.56
3454,mt5,family,3,xstorycloze,ru,53.14
3455,mt5,family,3,xstorycloze,sw,53.54
3456,mt5,family,3,xstorycloze,te,54.6
3457,mt5,family,3,xstorycloze,zh,50.23
3458,mt5,family,3,xwinograd,overall,51.629999999999995
3459,mt5,family,3,xwinograd,en,50.8
3460,mt5,family,3,xwinograd,fr,53.010000000000005
3461,mt5,family,3,xwinograd,ja,51.72
3462,mt5,family,3,xwinograd,pt,50.949999999999996
3463,mt5,family,3,xwinograd,ru,54.6
3464,mt5,family,3,xwinograd,zh,53.56999999999999
3465,mgpt,semantic,1,pawsx,overall,50.09
3466,mgpt,semantic,1,pawsx,de,47.4
3467,mgpt,semantic,1,pawsx,en,44.05
3468,mgpt,semantic,1,pawsx,es,50.5
3469,mgpt,semantic,1,pawsx,fr,54.900000000000006
3470,mgpt,semantic,1,pawsx,ja,54.35
3471,mgpt,semantic,1,pawsx,ko,51.2
3472,mgpt,semantic,1,pawsx,zh,48.25
3473,mgpt,semantic,1,xcopa,overall,55.730000000000004
3474,mgpt,semantic,1,xcopa,et,51.800000000000004
3475,mgpt,semantic,1,xcopa,ht,51.800000000000004
3476,mgpt,semantic,1,xcopa,id,60.8
3477,mgpt,semantic,1,xcopa,it,60.4
3478,mgpt,semantic,1,xcopa,qu,50.4
3479,mgpt,semantic,1,xcopa,sw,57.599999999999994
3480,mgpt,semantic,1,xcopa,ta,53.800000000000004
3481,mgpt,semantic,1,xcopa,th,55.60000000000001
3482,mgpt,semantic,1,xcopa,tr,55.60000000000001
3483,mgpt,semantic,1,xcopa,vi,60.6
3484,mgpt,semantic,1,xcopa,zh,54.6
3485,mgpt,semantic,1,xnli,overall,40.86
3486,mgpt,semantic,1,xnli,ar,34.02
3487,mgpt,semantic,1,xnli,bg,42.33
3488,mgpt,semantic,1,xnli,de,45.46
3489,mgpt,semantic,1,xnli,el,35.94
3490,mgpt,semantic,1,xnli,en,48.71
3491,mgpt,semantic,1,xnli,es,46.02
3492,mgpt,semantic,1,xnli,fr,43.37
3493,mgpt,semantic,1,xnli,hi,39.32
3494,mgpt,semantic,1,xnli,ru,44.7
3495,mgpt,semantic,1,xnli,sw,41.93
3496,mgpt,semantic,1,xnli,th,37.19
3497,mgpt,semantic,1,xnli,tr,42.370000000000005
3498,mgpt,semantic,1,xnli,ur,34.22
3499,mgpt,semantic,1,xnli,vi,43.65
3500,mgpt,semantic,1,xnli,zh,33.61
3501,mgpt,semantic,1,xstorycloze,overall,56.24
