,Model,Domain,Result Set,Task,Language,Score
538,bloom3b,learned,2,xstorycloze,my,48.309999999999995
539,bloom3b,learned,2,xstorycloze,ru,51.82
540,bloom3b,learned,2,xstorycloze,sw,52.949999999999996
541,bloom3b,learned,2,xstorycloze,te,57.58
542,bloom3b,learned,2,xstorycloze,zh,64.66
543,bloom3b,learned,2,xwinograd,overall,71.12
544,bloom3b,learned,2,xwinograd,en,78.97
545,bloom3b,learned,2,xwinograd,fr,74.7
546,bloom3b,learned,2,xwinograd,ja,58.39
547,bloom3b,learned,2,xwinograd,pt,67.67999999999999
548,bloom3b,learned,2,xwinograd,ru,52.38
549,bloom3b,learned,2,xwinograd,zh,72.02
550,bloom3b,learned,3,pawsx,overall,48.79
551,bloom3b,learned,3,pawsx,de,46.45
552,bloom3b,learned,3,pawsx,en,41.55
553,bloom3b,learned,3,pawsx,es,43.8
554,bloom3b,learned,3,pawsx,fr,53.300000000000004
555,bloom3b,learned,3,pawsx,ja,54.55
556,bloom3b,learned,3,pawsx,ko,51.4
557,bloom3b,learned,3,pawsx,zh,50.5
558,bloom3b,learned,3,xcopa,overall,56.47
559,bloom3b,learned,3,xcopa,et,46.400000000000006
560,bloom3b,learned,3,xcopa,ht,51.0
561,bloom3b,learned,3,xcopa,id,70.6
562,bloom3b,learned,3,xcopa,it,52.6
563,bloom3b,learned,3,xcopa,qu,51.2
564,bloom3b,learned,3,xcopa,sw,52.2
565,bloom3b,learned,3,xcopa,ta,53.6
566,bloom3b,learned,3,xcopa,th,53.2
567,bloom3b,learned,3,xcopa,tr,54.0
568,bloom3b,learned,3,xcopa,vi,71.2
569,bloom3b,learned,3,xcopa,zh,65.2
570,bloom3b,learned,3,xnli,overall,41.14
571,bloom3b,learned,3,xnli,ar,33.61
572,bloom3b,learned,3,xnli,bg,36.99
573,bloom3b,learned,3,xnli,de,42.53
574,bloom3b,learned,3,xnli,el,34.86
575,bloom3b,learned,3,xnli,en,53.86
576,bloom3b,learned,3,xnli,es,49.68
577,bloom3b,learned,3,xnli,fr,49.84
578,bloom3b,learned,3,xnli,hi,46.27
579,bloom3b,learned,3,xnli,ru,41.69
580,bloom3b,learned,3,xnli,sw,34.54
581,bloom3b,learned,3,xnli,th,33.57
582,bloom3b,learned,3,xnli,tr,33.53
583,bloom3b,learned,3,xnli,ur,39.2
584,bloom3b,learned,3,xnli,vi,44.58
585,bloom3b,learned,3,xnli,zh,42.33
586,bloom3b,learned,3,xstorycloze,overall,59.830000000000005
587,bloom3b,learned,3,xstorycloze,ar,59.43000000000001
588,bloom3b,learned,3,xstorycloze,en,71.67
589,bloom3b,learned,3,xstorycloze,es,68.56
590,bloom3b,learned,3,xstorycloze,eu,56.85
591,bloom3b,learned,3,xstorycloze,hi,60.419999999999995
592,bloom3b,learned,3,xstorycloze,id,64.73
593,bloom3b,learned,3,xstorycloze,my,46.989999999999995
594,bloom3b,learned,3,xstorycloze,ru,52.15
595,bloom3b,learned,3,xstorycloze,sw,53.87
596,bloom3b,learned,3,xstorycloze,te,57.84
597,bloom3b,learned,3,xstorycloze,zh,65.59
598,bloom3b,learned,3,xwinograd,overall,71.34
599,bloom3b,learned,3,xwinograd,en,79.53
600,bloom3b,learned,3,xwinograd,fr,77.11
601,bloom3b,learned,3,xwinograd,ja,57.66
602,bloom3b,learned,3,xwinograd,pt,68.06
603,bloom3b,learned,3,xwinograd,ru,52.38
604,bloom3b,learned,3,xwinograd,zh,72.22
605,bloom3b,learned,1,pawsx,overall,48.54
606,bloom3b,learned,1,pawsx,de,45.550000000000004
607,bloom3b,learned,1,pawsx,en,40.300000000000004
608,bloom3b,learned,1,pawsx,es,42.699999999999996
609,bloom3b,learned,1,pawsx,fr,53.5
610,bloom3b,learned,1,pawsx,ja,55.300000000000004
611,bloom3b,learned,1,pawsx,ko,51.949999999999996
612,bloom3b,learned,1,pawsx,zh,50.449999999999996
613,bloom3b,learned,1,xcopa,overall,56.98
614,bloom3b,learned,1,xcopa,et,49.4
615,bloom3b,learned,1,xcopa,ht,51.0
616,bloom3b,learned,1,xcopa,id,70.0
617,bloom3b,learned,1,xcopa,it,53.800000000000004
618,bloom3b,learned,1,xcopa,qu,51.4
619,bloom3b,learned,1,xcopa,sw,52.800000000000004
620,bloom3b,learned,1,xcopa,ta,55.00000000000001
621,bloom3b,learned,1,xcopa,th,52.400000000000006
622,bloom3b,learned,1,xcopa,tr,55.00000000000001
623,bloom3b,learned,1,xcopa,vi,70.6
624,bloom3b,learned,1,xcopa,zh,65.4
625,bloom3b,learned,1,xnli,overall,40.92
626,bloom3b,learned,1,xnli,ar,33.73
627,bloom3b,learned,1,xnli,bg,38.59
628,bloom3b,learned,1,xnli,de,40.8
629,bloom3b,learned,1,xnli,el,33.410000000000004
630,bloom3b,learned,1,xnli,en,54.17999999999999
631,bloom3b,learned,1,xnli,es,50.03999999999999
632,bloom3b,learned,1,xnli,fr,50.160000000000004
633,bloom3b,learned,1,xnli,hi,44.58
634,bloom3b,learned,1,xnli,ru,40.96
635,bloom3b,learned,1,xnli,sw,34.62
636,bloom3b,learned,1,xnli,th,33.61
637,bloom3b,learned,1,xnli,tr,34.58
638,bloom3b,learned,1,xnli,ur,39.4
639,bloom3b,learned,1,xnli,vi,44.54
640,bloom3b,learned,1,xnli,zh,40.52
641,bloom3b,learned,1,xstorycloze,overall,60.150000000000006
642,bloom3b,learned,1,xstorycloze,ar,59.830000000000005
643,bloom3b,learned,1,xstorycloze,en,71.81
644,bloom3b,learned,1,xstorycloze,es,68.30000000000001
645,bloom3b,learned,1,xstorycloze,eu,56.589999999999996
646,bloom3b,learned,1,xstorycloze,hi,61.150000000000006
647,bloom3b,learned,1,xstorycloze,id,65.32
648,bloom3b,learned,1,xstorycloze,my,49.5
649,bloom3b,learned,1,xstorycloze,ru,52.42
650,bloom3b,learned,1,xstorycloze,sw,53.410000000000004
651,bloom3b,learned,1,xstorycloze,te,57.97
652,bloom3b,learned,1,xstorycloze,zh,65.32
653,bloom3b,learned,1,xwinograd,overall,70.56
654,bloom3b,learned,1,xwinograd,en,78.97
655,bloom3b,learned,1,xwinograd,fr,74.7
656,bloom3b,learned,1,xwinograd,ja,56.2
657,bloom3b,learned,1,xwinograd,pt,65.4
658,bloom3b,learned,1,xwinograd,ru,52.059999999999995
659,bloom3b,learned,1,xwinograd,zh,72.61999999999999
660,bloom3b,family,1,pawsx,overall,48.8
661,bloom3b,family,1,pawsx,de,45.1
662,bloom3b,family,1,pawsx,en,44.55
663,bloom3b,family,1,pawsx,es,45.300000000000004
664,bloom3b,family,1,pawsx,fr,54.05
665,bloom3b,family,1,pawsx,ja,46.5
666,bloom3b,family,1,pawsx,ko,54.50000000000001
667,bloom3b,family,1,pawsx,zh,51.6
668,bloom3b,family,1,xcopa,overall,56.76
669,bloom3b,family,1,xcopa,et,48.199999999999996
670,bloom3b,family,1,xcopa,ht,52.400000000000006
671,bloom3b,family,1,xcopa,id,68.60000000000001
672,bloom3b,family,1,xcopa,it,52.800000000000004
673,bloom3b,family,1,xcopa,qu,52.0
674,bloom3b,family,1,xcopa,sw,50.8
675,bloom3b,family,1,xcopa,ta,55.60000000000001
676,bloom3b,family,1,xcopa,th,53.800000000000004
677,bloom3b,family,1,xcopa,tr,53.6
678,bloom3b,family,1,xcopa,vi,71.39999999999999
679,bloom3b,family,1,xcopa,zh,65.2
680,bloom3b,family,1,xnli,overall,40.77
681,bloom3b,family,1,xnli,ar,33.61
682,bloom3b,family,1,xnli,bg,36.1
683,bloom3b,family,1,xnli,de,38.84
684,bloom3b,family,1,xnli,el,34.5
685,bloom3b,family,1,xnli,en,54.059999999999995
686,bloom3b,family,1,xnli,es,50.239999999999995
687,bloom3b,family,1,xnli,fr,51.239999999999995
688,bloom3b,family,1,xnli,hi,44.3
689,bloom3b,family,1,xnli,ru,41.53
690,bloom3b,family,1,xnli,sw,34.82
691,bloom3b,family,1,xnli,th,35.58
692,bloom3b,family,1,xnli,tr,32.690000000000005
693,bloom3b,family,1,xnli,ur,39.48
694,bloom3b,family,1,xnli,vi,43.61
695,bloom3b,family,1,xnli,zh,41.0
696,bloom3b,family,1,xstorycloze,overall,58.809999999999995
697,bloom3b,family,1,xstorycloze,ar,58.97
698,bloom3b,family,1,xstorycloze,en,69.16
699,bloom3b,family,1,xstorycloze,es,66.84
700,bloom3b,family,1,xstorycloze,eu,55.38999999999999
701,bloom3b,family,1,xstorycloze,hi,58.84
702,bloom3b,family,1,xstorycloze,id,63.6
703,bloom3b,family,1,xstorycloze,my,48.78
704,bloom3b,family,1,xstorycloze,ru,51.22
705,bloom3b,family,1,xstorycloze,sw,52.81
706,bloom3b,family,1,xstorycloze,te,57.50999999999999
707,bloom3b,family,1,xstorycloze,zh,63.73
708,bloom3b,family,1,xwinograd,overall,70.89
709,bloom3b,family,1,xwinograd,en,79.44
710,bloom3b,family,1,xwinograd,fr,75.9
711,bloom3b,family,1,xwinograd,ja,54.64
712,bloom3b,family,1,xwinograd,pt,69.96
713,bloom3b,family,1,xwinograd,ru,53.97
714,bloom3b,family,1,xwinograd,zh,72.61999999999999
715,bloom3b,family,2,pawsx,overall,47.29
716,bloom3b,family,2,pawsx,de,45.050000000000004
717,bloom3b,family,2,pawsx,en,41.15
718,bloom3b,family,2,pawsx,es,43.15
719,bloom3b,family,2,pawsx,fr,53.5
720,bloom3b,family,2,pawsx,ja,46.25
721,bloom3b,family,2,pawsx,ko,51.800000000000004
722,bloom3b,family,2,pawsx,zh,50.14999999999999
723,bloom3b,family,2,xcopa,overall,57.11000000000001
724,bloom3b,family,2,xcopa,et,49.0
725,bloom3b,family,2,xcopa,ht,50.6
726,bloom3b,family,2,xcopa,id,69.39999999999999
727,bloom3b,family,2,xcopa,it,51.800000000000004
728,bloom3b,family,2,xcopa,qu,52.6
729,bloom3b,family,2,xcopa,sw,53.400000000000006
730,bloom3b,family,2,xcopa,ta,55.800000000000004
731,bloom3b,family,2,xcopa,th,55.00000000000001
732,bloom3b,family,2,xcopa,tr,53.2
733,bloom3b,family,2,xcopa,vi,71.6
734,bloom3b,family,2,xcopa,zh,65.8
735,bloom3b,family,2,xnli,overall,40.99
736,bloom3b,family,2,xnli,ar,33.61
737,bloom3b,family,2,xnli,bg,37.79
738,bloom3b,family,2,xnli,de,38.629999999999995
739,bloom3b,family,2,xnli,el,34.9
740,bloom3b,family,2,xnli,en,54.17999999999999
741,bloom3b,family,2,xnli,es,49.68
742,bloom3b,family,2,xnli,fr,49.24
743,bloom3b,family,2,xnli,hi,43.730000000000004
744,bloom3b,family,2,xnli,ru,40.160000000000004
745,bloom3b,family,2,xnli,sw,38.269999999999996
746,bloom3b,family,2,xnli,th,36.02
747,bloom3b,family,2,xnli,tr,33.900000000000006
748,bloom3b,family,2,xnli,ur,37.71
749,bloom3b,family,2,xnli,vi,43.78
750,bloom3b,family,2,xnli,zh,43.169999999999995
751,bloom3b,family,2,xstorycloze,overall,59.27
752,bloom3b,family,2,xstorycloze,ar,59.63
753,bloom3b,family,2,xstorycloze,en,69.62
754,bloom3b,family,2,xstorycloze,es,66.91
755,bloom3b,family,2,xstorycloze,eu,56.92
756,bloom3b,family,2,xstorycloze,hi,59.5
757,bloom3b,family,2,xstorycloze,id,64.92
758,bloom3b,family,2,xstorycloze,my,46.53
759,bloom3b,family,2,xstorycloze,ru,50.83
760,bloom3b,family,2,xstorycloze,sw,54.47
761,bloom3b,family,2,xstorycloze,te,57.58
762,bloom3b,family,2,xstorycloze,zh,65.06
763,bloom3b,family,2,xwinograd,overall,71.57
764,bloom3b,family,2,xwinograd,en,79.44
765,bloom3b,family,2,xwinograd,fr,75.9
766,bloom3b,family,2,xwinograd,ja,59.330000000000005
767,bloom3b,family,2,xwinograd,pt,68.06
768,bloom3b,family,2,xwinograd,ru,51.11
769,bloom3b,family,2,xwinograd,zh,72.42
770,bloom3b,family,3,pawsx,overall,49.19
771,bloom3b,family,3,pawsx,de,47.099999999999994
772,bloom3b,family,3,pawsx,en,45.45
773,bloom3b,family,3,pawsx,es,45.9
774,bloom3b,family,3,pawsx,fr,54.449999999999996
775,bloom3b,family,3,pawsx,ja,47.199999999999996
776,bloom3b,family,3,pawsx,ko,51.9
777,bloom3b,family,3,pawsx,zh,52.300000000000004
778,bloom3b,family,3,xcopa,overall,57.24
779,bloom3b,family,3,xcopa,et,50.2
780,bloom3b,family,3,xcopa,ht,53.0
781,bloom3b,family,3,xcopa,id,68.8
782,bloom3b,family,3,xcopa,it,54.0
783,bloom3b,family,3,xcopa,qu,51.0
784,bloom3b,family,3,xcopa,sw,50.6
785,bloom3b,family,3,xcopa,ta,56.599999999999994
786,bloom3b,family,3,xcopa,th,54.6
787,bloom3b,family,3,xcopa,tr,54.0
788,bloom3b,family,3,xcopa,vi,71.0
789,bloom3b,family,3,xcopa,zh,65.8
790,bloom3b,family,3,xnli,overall,41.11
791,bloom3b,family,3,xnli,ar,33.650000000000006
792,bloom3b,family,3,xnli,bg,35.78
793,bloom3b,family,3,xnli,de,41.199999999999996
794,bloom3b,family,3,xnli,el,34.42
795,bloom3b,family,3,xnli,en,54.620000000000005
796,bloom3b,family,3,xnli,es,49.88
797,bloom3b,family,3,xnli,fr,51.33
798,bloom3b,family,3,xnli,hi,46.06
799,bloom3b,family,3,xnli,ru,40.12
800,bloom3b,family,3,xnli,sw,35.42
801,bloom3b,family,3,xnli,th,34.42
802,bloom3b,family,3,xnli,tr,34.9
803,bloom3b,family,3,xnli,ur,39.92
804,bloom3b,family,3,xnli,vi,43.9
805,bloom3b,family,3,xnli,zh,41.04
806,bloom3b,family,3,xstorycloze,overall,59.3
807,bloom3b,family,3,xstorycloze,ar,59.96
808,bloom3b,family,3,xstorycloze,en,71.28
809,bloom3b,family,3,xstorycloze,es,67.36999999999999
810,bloom3b,family,3,xstorycloze,eu,56.06
811,bloom3b,family,3,xstorycloze,hi,59.3
812,bloom3b,family,3,xstorycloze,id,64.25999999999999
813,bloom3b,family,3,xstorycloze,my,48.91
814,bloom3b,family,3,xstorycloze,ru,50.89
815,bloom3b,family,3,xstorycloze,sw,52.15
816,bloom3b,family,3,xstorycloze,te,57.50999999999999
817,bloom3b,family,3,xstorycloze,zh,64.59
818,bloom3b,family,3,xwinograd,overall,70.91
819,bloom3b,family,3,xwinograd,en,79.44
820,bloom3b,family,3,xwinograd,fr,74.7
821,bloom3b,family,3,xwinograd,ja,55.67999999999999
822,bloom3b,family,3,xwinograd,pt,68.44
823,bloom3b,family,3,xwinograd,ru,52.7
824,bloom3b,family,3,xwinograd,zh,72.61999999999999
825,bloom3b,geo,2,pawsx,overall,47.94
826,bloom3b,geo,2,pawsx,de,46.0
827,bloom3b,geo,2,pawsx,en,42.199999999999996
828,bloom3b,geo,2,pawsx,es,43.15
829,bloom3b,geo,2,pawsx,fr,52.400000000000006
830,bloom3b,geo,2,pawsx,ja,46.35
831,bloom3b,geo,2,pawsx,ko,53.449999999999996
832,bloom3b,geo,2,pawsx,zh,52.0
833,bloom3b,geo,2,xcopa,overall,57.089999999999996
834,bloom3b,geo,2,xcopa,et,48.6
835,bloom3b,geo,2,xcopa,ht,53.400000000000006
836,bloom3b,geo,2,xcopa,id,70.19999999999999
837,bloom3b,geo,2,xcopa,it,53.2
838,bloom3b,geo,2,xcopa,qu,51.2
839,bloom3b,geo,2,xcopa,sw,51.6
840,bloom3b,geo,2,xcopa,ta,55.00000000000001
841,bloom3b,geo,2,xcopa,th,52.800000000000004
842,bloom3b,geo,2,xcopa,tr,56.2
843,bloom3b,geo,2,xcopa,vi,70.19999999999999
844,bloom3b,geo,2,xcopa,zh,65.60000000000001
845,bloom3b,geo,2,xnli,overall,41.32
846,bloom3b,geo,2,xnli,ar,33.650000000000006
847,bloom3b,geo,2,xnli,bg,37.669999999999995
848,bloom3b,geo,2,xnli,de,40.6
849,bloom3b,geo,2,xnli,el,33.61
850,bloom3b,geo,2,xnli,en,54.620000000000005
851,bloom3b,geo,2,xnli,es,50.03999999999999
852,bloom3b,geo,2,xnli,fr,50.6
853,bloom3b,geo,2,xnli,hi,45.540000000000006
854,bloom3b,geo,2,xnli,ru,41.24
855,bloom3b,geo,2,xnli,sw,36.99
856,bloom3b,geo,2,xnli,th,33.45
857,bloom3b,geo,2,xnli,tr,33.82
858,bloom3b,geo,2,xnli,ur,40.52
859,bloom3b,geo,2,xnli,vi,44.46
860,bloom3b,geo,2,xnli,zh,42.970000000000006
861,bloom3b,geo,2,xstorycloze,overall,59.88
862,bloom3b,geo,2,xstorycloze,ar,60.23
863,bloom3b,geo,2,xstorycloze,en,72.07000000000001
864,bloom3b,geo,2,xstorycloze,es,68.83
865,bloom3b,geo,2,xstorycloze,eu,56.52
866,bloom3b,geo,2,xstorycloze,hi,60.089999999999996
867,bloom3b,geo,2,xstorycloze,id,65.85
868,bloom3b,geo,2,xstorycloze,my,46.46
869,bloom3b,geo,2,xstorycloze,ru,51.09
870,bloom3b,geo,2,xstorycloze,sw,54.400000000000006
871,bloom3b,geo,2,xstorycloze,te,57.709999999999994
872,bloom3b,geo,2,xstorycloze,zh,65.39
873,bloom3b,geo,2,xwinograd,overall,71.17999999999999
874,bloom3b,geo,2,xwinograd,en,79.74
875,bloom3b,geo,2,xwinograd,fr,80.72
876,bloom3b,geo,2,xwinograd,ja,55.67999999999999
877,bloom3b,geo,2,xwinograd,pt,66.92
878,bloom3b,geo,2,xwinograd,ru,53.33
879,bloom3b,geo,2,xwinograd,zh,73.02
880,bloom3b,geo,3,pawsx,overall,47.04
881,bloom3b,geo,3,pawsx,de,44.7
882,bloom3b,geo,3,pawsx,en,41.199999999999996
883,bloom3b,geo,3,pawsx,es,42.65
884,bloom3b,geo,3,pawsx,fr,52.849999999999994
885,bloom3b,geo,3,pawsx,ja,45.95
886,bloom3b,geo,3,pawsx,ko,50.449999999999996
887,bloom3b,geo,3,pawsx,zh,51.449999999999996
888,bloom3b,geo,3,xcopa,overall,57.45
889,bloom3b,geo,3,xcopa,et,50.2
890,bloom3b,geo,3,xcopa,ht,52.2
891,bloom3b,geo,3,xcopa,id,71.2
892,bloom3b,geo,3,xcopa,it,53.800000000000004
893,bloom3b,geo,3,xcopa,qu,51.6
894,bloom3b,geo,3,xcopa,sw,53.0
895,bloom3b,geo,3,xcopa,ta,55.60000000000001
896,bloom3b,geo,3,xcopa,th,54.2
897,bloom3b,geo,3,xcopa,tr,54.800000000000004
898,bloom3b,geo,3,xcopa,vi,69.6
899,bloom3b,geo,3,xcopa,zh,65.8
900,bloom3b,geo,3,xnli,overall,41.36
901,bloom3b,geo,3,xnli,ar,33.73
902,bloom3b,geo,3,xnli,bg,38.43
903,bloom3b,geo,3,xnli,de,41.120000000000005
904,bloom3b,geo,3,xnli,el,33.29
905,bloom3b,geo,3,xnli,en,55.42
906,bloom3b,geo,3,xnli,es,49.88
907,bloom3b,geo,3,xnli,fr,52.21
908,bloom3b,geo,3,xnli,hi,46.1
909,bloom3b,geo,3,xnli,ru,41.04
910,bloom3b,geo,3,xnli,sw,36.55
911,bloom3b,geo,3,xnli,th,33.33
912,bloom3b,geo,3,xnli,tr,33.37
913,bloom3b,geo,3,xnli,ur,39.839999999999996
914,bloom3b,geo,3,xnli,vi,43.69
915,bloom3b,geo,3,xnli,zh,42.41
916,bloom3b,geo,3,xstorycloze,overall,59.730000000000004
917,bloom3b,geo,3,xstorycloze,ar,60.419999999999995
918,bloom3b,geo,3,xstorycloze,en,71.81
919,bloom3b,geo,3,xstorycloze,es,68.10000000000001
920,bloom3b,geo,3,xstorycloze,eu,56.98
921,bloom3b,geo,3,xstorycloze,hi,60.029999999999994
922,bloom3b,geo,3,xstorycloze,id,65.64999999999999
923,bloom3b,geo,3,xstorycloze,my,45.73
924,bloom3b,geo,3,xstorycloze,ru,50.96000000000001
925,bloom3b,geo,3,xstorycloze,sw,54.47
926,bloom3b,geo,3,xstorycloze,te,57.84
927,bloom3b,geo,3,xstorycloze,zh,64.99000000000001
928,bloom3b,geo,3,xwinograd,overall,70.8
929,bloom3b,geo,3,xwinograd,en,79.05
930,bloom3b,geo,3,xwinograd,fr,78.31
931,bloom3b,geo,3,xwinograd,ja,56.31
932,bloom3b,geo,3,xwinograd,pt,66.92
933,bloom3b,geo,3,xwinograd,ru,53.02
934,bloom3b,geo,3,xwinograd,zh,72.22
935,bloom3b,geo,1,pawsx,overall,48.07
936,bloom3b,geo,1,pawsx,de,46.150000000000006
937,bloom3b,geo,1,pawsx,en,42.5
938,bloom3b,geo,1,pawsx,es,41.349999999999994
939,bloom3b,geo,1,pawsx,fr,52.849999999999994
940,bloom3b,geo,1,pawsx,ja,49.8
941,bloom3b,geo,1,pawsx,ko,53.349999999999994
942,bloom3b,geo,1,pawsx,zh,50.5
943,bloom3b,geo,1,xcopa,overall,57.8
944,bloom3b,geo,1,xcopa,et,49.8
945,bloom3b,geo,1,xcopa,ht,53.0
946,bloom3b,geo,1,xcopa,id,71.39999999999999
947,bloom3b,geo,1,xcopa,it,54.2
948,bloom3b,geo,1,xcopa,qu,51.4
949,bloom3b,geo,1,xcopa,sw,52.400000000000006
950,bloom3b,geo,1,xcopa,ta,56.00000000000001
951,bloom3b,geo,1,xcopa,th,55.00000000000001
952,bloom3b,geo,1,xcopa,tr,56.00000000000001
953,bloom3b,geo,1,xcopa,vi,70.8
954,bloom3b,geo,1,xcopa,zh,65.8
955,bloom3b,geo,1,xnli,overall,40.2
956,bloom3b,geo,1,xnli,ar,33.489999999999995
957,bloom3b,geo,1,xnli,bg,37.03
958,bloom3b,geo,1,xnli,de,39.28
959,bloom3b,geo,1,xnli,el,33.45
960,bloom3b,geo,1,xnli,en,53.86
961,bloom3b,geo,1,xnli,es,47.75
962,bloom3b,geo,1,xnli,fr,49.88
963,bloom3b,geo,1,xnli,hi,44.14
964,bloom3b,geo,1,xnli,ru,40.68
965,bloom3b,geo,1,xnli,sw,35.620000000000005
966,bloom3b,geo,1,xnli,th,33.53
967,bloom3b,geo,1,xnli,tr,32.33
968,bloom3b,geo,1,xnli,ur,37.07
969,bloom3b,geo,1,xnli,vi,42.25
970,bloom3b,geo,1,xnli,zh,42.69
971,bloom3b,geo,1,xstorycloze,overall,59.88
972,bloom3b,geo,1,xstorycloze,ar,60.089999999999996
973,bloom3b,geo,1,xstorycloze,en,71.48
974,bloom3b,geo,1,xstorycloze,es,68.5
975,bloom3b,geo,1,xstorycloze,eu,56.65
976,bloom3b,geo,1,xstorycloze,hi,60.419999999999995
977,bloom3b,geo,1,xstorycloze,id,65.64999999999999
978,bloom3b,geo,1,xstorycloze,my,46.72
979,bloom3b,geo,1,xstorycloze,ru,51.62
980,bloom3b,geo,1,xstorycloze,sw,54.800000000000004
981,bloom3b,geo,1,xstorycloze,te,57.91
982,bloom3b,geo,1,xstorycloze,zh,64.86
983,bloom3b,geo,1,xwinograd,overall,71.43
984,bloom3b,geo,1,xwinograd,en,79.53
985,bloom3b,geo,1,xwinograd,fr,72.28999999999999
986,bloom3b,geo,1,xwinograd,ja,56.620000000000005
987,bloom3b,geo,1,xwinograd,pt,69.58
988,bloom3b,geo,1,xwinograd,ru,54.290000000000006
989,bloom3b,geo,1,xwinograd,zh,73.81
990,bloom3b,typo,2,pawsx,overall,47.17
991,bloom3b,typo,2,pawsx,de,44.85
992,bloom3b,typo,2,pawsx,en,39.2
993,bloom3b,typo,2,pawsx,es,42.75
994,bloom3b,typo,2,pawsx,fr,53.400000000000006
995,bloom3b,typo,2,pawsx,ja,48.0
996,bloom3b,typo,2,pawsx,ko,53.05
997,bloom3b,typo,2,pawsx,zh,48.949999999999996
998,bloom3b,typo,2,xcopa,overall,57.24
999,bloom3b,typo,2,xcopa,et,48.4
1000,bloom3b,typo,2,xcopa,ht,52.800000000000004
1001,bloom3b,typo,2,xcopa,id,70.0
1002,bloom3b,typo,2,xcopa,it,54.2
1003,bloom3b,typo,2,xcopa,qu,50.6
1004,bloom3b,typo,2,xcopa,sw,52.6
1005,bloom3b,typo,2,xcopa,ta,56.39999999999999
1006,bloom3b,typo,2,xcopa,th,54.6
1007,bloom3b,typo,2,xcopa,tr,53.2
1008,bloom3b,typo,2,xcopa,vi,70.8
1009,bloom3b,typo,2,xcopa,zh,66.0
1010,bloom3b,typo,2,xnli,overall,41.14
1011,bloom3b,typo,2,xnli,ar,33.650000000000006
1012,bloom3b,typo,2,xnli,bg,36.02
1013,bloom3b,typo,2,xnli,de,42.01
1014,bloom3b,typo,2,xnli,el,33.650000000000006
1015,bloom3b,typo,2,xnli,en,54.379999999999995
1016,bloom3b,typo,2,xnli,es,49.16
1017,bloom3b,typo,2,xnli,fr,50.28
1018,bloom3b,typo,2,xnli,hi,45.019999999999996
1019,bloom3b,typo,2,xnli,ru,41.120000000000005
1020,bloom3b,typo,2,xnli,sw,36.63
1021,bloom3b,typo,2,xnli,th,35.980000000000004
1022,bloom3b,typo,2,xnli,tr,33.82
1023,bloom3b,typo,2,xnli,ur,38.190000000000005
1024,bloom3b,typo,2,xnli,vi,44.34
1025,bloom3b,typo,2,xnli,zh,42.85
1026,bloom3b,typo,2,xstorycloze,overall,59.75
1027,bloom3b,typo,2,xstorycloze,ar,59.96
1028,bloom3b,typo,2,xstorycloze,en,72.07000000000001
1029,bloom3b,typo,2,xstorycloze,es,68.30000000000001
1030,bloom3b,typo,2,xstorycloze,eu,56.779999999999994
1031,bloom3b,typo,2,xstorycloze,hi,60.56
1032,bloom3b,typo,2,xstorycloze,id,65.25
1033,bloom3b,typo,2,xstorycloze,my,46.0
1034,bloom3b,typo,2,xstorycloze,ru,51.29
1035,bloom3b,typo,2,xstorycloze,sw,54.800000000000004
1036,bloom3b,typo,2,xstorycloze,te,57.58
1037,bloom3b,typo,2,xstorycloze,zh,64.66
1038,bloom3b,typo,2,xwinograd,overall,70.85000000000001
1039,bloom3b,typo,2,xwinograd,en,79.86999999999999
1040,bloom3b,typo,2,xwinograd,fr,75.9
1041,bloom3b,typo,2,xwinograd,ja,54.74
1042,bloom3b,typo,2,xwinograd,pt,67.67999999999999
1043,bloom3b,typo,2,xwinograd,ru,53.33
1044,bloom3b,typo,2,xwinograd,zh,71.63000000000001
1045,bloom3b,typo,1,pawsx,overall,47.43
1046,bloom3b,typo,1,pawsx,de,45.300000000000004
1047,bloom3b,typo,1,pawsx,en,39.300000000000004
1048,bloom3b,typo,1,pawsx,es,41.949999999999996
1049,bloom3b,typo,1,pawsx,fr,52.65
1050,bloom3b,typo,1,pawsx,ja,50.64999999999999
1051,bloom3b,typo,1,pawsx,ko,50.8
1052,bloom3b,typo,1,pawsx,zh,51.349999999999994
1053,bloom3b,typo,1,xcopa,overall,57.269999999999996
1054,bloom3b,typo,1,xcopa,et,49.6
1055,bloom3b,typo,1,xcopa,ht,53.400000000000006
1056,bloom3b,typo,1,xcopa,id,69.39999999999999
1057,bloom3b,typo,1,xcopa,it,53.2
1058,bloom3b,typo,1,xcopa,qu,51.0
1059,bloom3b,typo,1,xcopa,sw,53.0
1060,bloom3b,typo,1,xcopa,ta,54.800000000000004
1061,bloom3b,typo,1,xcopa,th,53.6
1062,bloom3b,typo,1,xcopa,tr,55.2
1063,bloom3b,typo,1,xcopa,vi,70.8
1064,bloom3b,typo,1,xcopa,zh,66.0
1065,bloom3b,typo,1,xnli,overall,41.18
1066,bloom3b,typo,1,xnli,ar,33.73
1067,bloom3b,typo,1,xnli,bg,37.03
1068,bloom3b,typo,1,xnli,de,41.0
1069,bloom3b,typo,1,xnli,el,33.650000000000006
1070,bloom3b,typo,1,xnli,en,54.14
1071,bloom3b,typo,1,xnli,es,49.72
1072,bloom3b,typo,1,xnli,fr,49.88
1073,bloom3b,typo,1,xnli,hi,44.82
1074,bloom3b,typo,1,xnli,ru,42.53
